# Logfile created on 2019-04-02 18:19:56 +0300 by logger.rb/66358
I, [2019-04-02T18:19:56.071445 #37836]  INFO -- : (0.001680s) PRAGMA foreign_keys = 1
I, [2019-04-02T18:29:12.086421 #38284]  INFO -- : (0.000832s) UPDATE `tasks` SET `title` = 'In which gems of two, does the word ''error'' occur more frequently in the ''variables''?', `answer` = NULL, `our` = 'socialcast', `left` = 'socialcast', `right` = 'enju_event', `timestamp` = '2019-04-02 18:29:12.012167', `session_id` = 607 WHERE (`id` = 133)
I, [2019-04-02T18:29:12.086724 #38284]  INFO -- : (0.000177s) SELECT * FROM `tasks` WHERE (`id` = 133) LIMIT 1
I, [2019-04-02T18:29:12.366587 #38284]  INFO -- : (0.006939s) UPDATE `tasks` SET `title` = 'In which gems of two, does the word ''error'' occur more frequently in the ''variables''?', `answer` = 'socialcast', `our` = 'socialcast', `left` = 'socialcast', `right` = 'enju_event', `timestamp` = '2019-04-02 18:29:12.012167', `session_id` = 607 WHERE (`id` = 133)
I, [2019-04-02T18:29:12.367086 #38284]  INFO -- : (0.000273s) SELECT * FROM `tasks` WHERE (`id` = 133) LIMIT 1
I, [2019-04-02T18:29:14.548091 #38284]  INFO -- : (0.006985s) INSERT INTO `tasks` (`id`, `title`, `answer`, `our`, `left`, `right`, `timestamp`, `session_id`) VALUES (NULL, 'In which gems of two, does the word ''segment'' occur more frequently in the ''variables''?', NULL, NULL, 'naturally', 'octicons_helper', '2019-04-02 18:29:14.528634', 607)
I, [2019-04-02T18:29:14.605451 #38284]  INFO -- : (0.002275s) UPDATE `tasks` SET `title` = 'In which gems of two, does the word ''segment'' occur more frequently in the ''variables''?', `answer` = NULL, `our` = 'naturally', `left` = 'naturally', `right` = 'octicons_helper', `timestamp` = '2019-04-02 18:29:14.528634', `session_id` = 607 WHERE (`id` = 134)
I, [2019-04-02T18:29:14.605758 #38284]  INFO -- : (0.000172s) SELECT * FROM `tasks` WHERE (`id` = 134) LIMIT 1
I, [2019-04-02T18:29:14.889078 #38284]  INFO -- : (0.007010s) UPDATE `tasks` SET `title` = 'In which gems of two, does the word ''segment'' occur more frequently in the ''variables''?', `answer` = 'naturally', `our` = 'naturally', `left` = 'naturally', `right` = 'octicons_helper', `timestamp` = '2019-04-02 18:29:14.528634', `session_id` = 607 WHERE (`id` = 134)
I, [2019-04-02T18:29:14.889750 #38284]  INFO -- : (0.000321s) SELECT * FROM `tasks` WHERE (`id` = 134) LIMIT 1
I, [2019-04-02T18:29:17.065118 #38284]  INFO -- : (0.006687s) INSERT INTO `tasks` (`id`, `title`, `answer`, `our`, `left`, `right`, `timestamp`, `session_id`) VALUES (NULL, 'In which gems of two, does the word ''array'' occur more frequently in the ''variables''?', NULL, NULL, 'irbtools', 'diff', '2019-04-02 18:29:17.050515', 607)
I, [2019-04-02T18:29:17.122932 #38284]  INFO -- : (0.002407s) UPDATE `tasks` SET `title` = 'In which gems of two, does the word ''array'' occur more frequently in the ''variables''?', `answer` = NULL, `our` = 'irbtools', `left` = 'irbtools', `right` = 'diff', `timestamp` = '2019-04-02 18:29:17.050515', `session_id` = 607 WHERE (`id` = 135)
I, [2019-04-02T18:29:17.123268 #38284]  INFO -- : (0.000182s) SELECT * FROM `tasks` WHERE (`id` = 135) LIMIT 1
I, [2019-04-02T18:29:17.530304 #38284]  INFO -- : (0.007194s) UPDATE `tasks` SET `title` = 'In which gems of two, does the word ''array'' occur more frequently in the ''variables''?', `answer` = 'irbtools', `our` = 'irbtools', `left` = 'irbtools', `right` = 'diff', `timestamp` = '2019-04-02 18:29:17.050515', `session_id` = 607 WHERE (`id` = 135)
I, [2019-04-02T18:29:17.530899 #38284]  INFO -- : (0.000327s) SELECT * FROM `tasks` WHERE (`id` = 135) LIMIT 1
I, [2019-04-02T18:29:19.709799 #38284]  INFO -- : (0.006537s) INSERT INTO `tasks` (`id`, `title`, `answer`, `our`, `left`, `right`, `timestamp`, `session_id`) VALUES (NULL, 'In which gems of two, does the word ''travis'' occur more frequently in the ''variables''?', NULL, NULL, 'hoe-travis', 'social_stream-documents', '2019-04-02 18:29:19.691025', 607)
I, [2019-04-02T18:29:19.770682 #38284]  INFO -- : (0.002459s) UPDATE `tasks` SET `title` = 'In which gems of two, does the word ''travis'' occur more frequently in the ''variables''?', `answer` = NULL, `our` = 'hoe-travis', `left` = 'hoe-travis', `right` = 'social_stream-documents', `timestamp` = '2019-04-02 18:29:19.691025', `session_id` = 607 WHERE (`id` = 136)
I, [2019-04-02T18:29:19.770984 #38284]  INFO -- : (0.000175s) SELECT * FROM `tasks` WHERE (`id` = 136) LIMIT 1
I, [2019-04-02T18:29:20.049344 #38284]  INFO -- : (0.007242s) UPDATE `tasks` SET `title` = 'In which gems of two, does the word ''travis'' occur more frequently in the ''variables''?', `answer` = 'hoe-travis', `our` = 'hoe-travis', `left` = 'hoe-travis', `right` = 'social_stream-documents', `timestamp` = '2019-04-02 18:29:19.691025', `session_id` = 607 WHERE (`id` = 136)
I, [2019-04-02T18:29:20.050040 #38284]  INFO -- : (0.000347s) SELECT * FROM `tasks` WHERE (`id` = 136) LIMIT 1
I, [2019-04-02T18:29:22.233964 #38284]  INFO -- : (0.012012s) INSERT INTO `tasks` (`id`, `title`, `answer`, `our`, `left`, `right`, `timestamp`, `session_id`) VALUES (NULL, 'In which gems of two, does the word ''not'' occur more frequently in the ''variables''?', NULL, NULL, 'cucumber-tag_expressions', 'render_async', '2019-04-02 18:29:22.214204', 607)
I, [2019-04-02T18:29:22.293664 #38284]  INFO -- : (0.002334s) UPDATE `tasks` SET `title` = 'In which gems of two, does the word ''not'' occur more frequently in the ''variables''?', `answer` = NULL, `our` = 'cucumber-tag_expressions', `left` = 'cucumber-tag_expressions', `right` = 'render_async', `timestamp` = '2019-04-02 18:29:22.214204', `session_id` = 607 WHERE (`id` = 137)
I, [2019-04-02T18:29:22.293984 #38284]  INFO -- : (0.000178s) SELECT * FROM `tasks` WHERE (`id` = 137) LIMIT 1
I, [2019-04-02T18:29:22.565851 #38284]  INFO -- : (0.002512s) UPDATE `tasks` SET `title` = 'In which gems of two, does the word ''not'' occur more frequently in the ''variables''?', `answer` = 'cucumber-tag_expressions', `our` = 'cucumber-tag_expressions', `left` = 'cucumber-tag_expressions', `right` = 'render_async', `timestamp` = '2019-04-02 18:29:22.214204', `session_id` = 607 WHERE (`id` = 137)
I, [2019-04-02T18:29:22.566176 #38284]  INFO -- : (0.000187s) SELECT * FROM `tasks` WHERE (`id` = 137) LIMIT 1
I, [2019-04-02T18:29:24.753466 #38284]  INFO -- : (0.006298s) INSERT INTO `tasks` (`id`, `title`, `answer`, `our`, `left`, `right`, `timestamp`, `session_id`) VALUES (NULL, 'In which gems of two, does the word ''circle'' occur more frequently in the ''variables''?', NULL, NULL, 'adwords4r', 'metrical', '2019-04-02 18:29:24.739091', 607)
I, [2019-04-02T18:29:24.810954 #38284]  INFO -- : (0.002563s) UPDATE `tasks` SET `title` = 'In which gems of two, does the word ''circle'' occur more frequently in the ''variables''?', `answer` = NULL, `our` = 'adwords4r', `left` = 'adwords4r', `right` = 'metrical', `timestamp` = '2019-04-02 18:29:24.739091', `session_id` = 607 WHERE (`id` = 138)
I, [2019-04-02T18:29:24.811332 #38284]  INFO -- : (0.000213s) SELECT * FROM `tasks` WHERE (`id` = 138) LIMIT 1
I, [2019-04-02T18:29:25.094465 #38284]  INFO -- : (0.006457s) UPDATE `tasks` SET `title` = 'In which gems of two, does the word ''circle'' occur more frequently in the ''variables''?', `answer` = 'adwords4r', `our` = 'adwords4r', `left` = 'adwords4r', `right` = 'metrical', `timestamp` = '2019-04-02 18:29:24.739091', `session_id` = 607 WHERE (`id` = 138)
I, [2019-04-02T18:29:25.094863 #38284]  INFO -- : (0.000217s) SELECT * FROM `tasks` WHERE (`id` = 138) LIMIT 1
I, [2019-04-02T18:29:27.293654 #38284]  INFO -- : (0.001163s) INSERT INTO `tasks` (`id`, `title`, `answer`, `our`, `left`, `right`, `timestamp`, `session_id`) VALUES (NULL, 'In which gems of two, does the word ''drafts'' occur more frequently in the ''variables''?', NULL, NULL, 'tooltipster-rails', 'merb-admin', '2019-04-02 18:29:27.282017', 607)
I, [2019-04-02T18:29:27.366849 #38284]  INFO -- : (0.002791s) UPDATE `tasks` SET `title` = 'In which gems of two, does the word ''drafts'' occur more frequently in the ''variables''?', `answer` = NULL, `our` = 'tooltipster-rails', `left` = 'tooltipster-rails', `right` = 'merb-admin', `timestamp` = '2019-04-02 18:29:27.282017', `session_id` = 607 WHERE (`id` = 139)
I, [2019-04-02T18:29:27.367290 #38284]  INFO -- : (0.000243s) SELECT * FROM `tasks` WHERE (`id` = 139) LIMIT 1
I, [2019-04-02T18:29:27.657484 #38284]  INFO -- : (0.001150s) UPDATE `tasks` SET `title` = 'In which gems of two, does the word ''drafts'' occur more frequently in the ''variables''?', `answer` = 'tooltipster-rails', `our` = 'tooltipster-rails', `left` = 'tooltipster-rails', `right` = 'merb-admin', `timestamp` = '2019-04-02 18:29:27.282017', `session_id` = 607 WHERE (`id` = 139)
I, [2019-04-02T18:29:27.657815 #38284]  INFO -- : (0.000190s) SELECT * FROM `tasks` WHERE (`id` = 139) LIMIT 1
I, [2019-04-02T18:29:29.846895 #38284]  INFO -- : (0.006929s) INSERT INTO `tasks` (`id`, `title`, `answer`, `our`, `left`, `right`, `timestamp`, `session_id`) VALUES (NULL, 'In which gems of two, does the word ''assertion'' occur more frequently in the ''variables''?', NULL, NULL, 'exiftool_vendored', 'saml_idp', '2019-04-02 18:29:29.828290', 607)
I, [2019-04-02T18:29:29.910776 #38284]  INFO -- : (0.002639s) UPDATE `tasks` SET `title` = 'In which gems of two, does the word ''assertion'' occur more frequently in the ''variables''?', `answer` = NULL, `our` = 'exiftool_vendored', `left` = 'exiftool_vendored', `right` = 'saml_idp', `timestamp` = '2019-04-02 18:29:29.828290', `session_id` = 607 WHERE (`id` = 140)
I, [2019-04-02T18:29:29.911126 #38284]  INFO -- : (0.000199s) SELECT * FROM `tasks` WHERE (`id` = 140) LIMIT 1
I, [2019-04-02T18:29:30.192075 #38284]  INFO -- : (0.006425s) UPDATE `tasks` SET `title` = 'In which gems of two, does the word ''assertion'' occur more frequently in the ''variables''?', `answer` = 'exiftool_vendored', `our` = 'exiftool_vendored', `left` = 'exiftool_vendored', `right` = 'saml_idp', `timestamp` = '2019-04-02 18:29:29.828290', `session_id` = 607 WHERE (`id` = 140)
I, [2019-04-02T18:29:30.192499 #38284]  INFO -- : (0.000232s) SELECT * FROM `tasks` WHERE (`id` = 140) LIMIT 1
I, [2019-04-02T18:29:32.390126 #38284]  INFO -- : (0.001065s) INSERT INTO `tasks` (`id`, `title`, `answer`, `our`, `left`, `right`, `timestamp`, `session_id`) VALUES (NULL, 'In which gems of two, does the word ''header'' occur more frequently in the ''variables''?', NULL, NULL, 'simple_oauth', 'activeadmin-select2', '2019-04-02 18:29:32.377913', 607)
I, [2019-04-02T18:29:32.461283 #38284]  INFO -- : (0.000865s) UPDATE `tasks` SET `title` = 'In which gems of two, does the word ''header'' occur more frequently in the ''variables''?', `answer` = NULL, `our` = 'simple_oauth', `left` = 'simple_oauth', `right` = 'activeadmin-select2', `timestamp` = '2019-04-02 18:29:32.377913', `session_id` = 607 WHERE (`id` = 141)
I, [2019-04-02T18:29:32.461679 #38284]  INFO -- : (0.000228s) SELECT * FROM `tasks` WHERE (`id` = 141) LIMIT 1
I, [2019-04-02T18:29:32.740839 #38284]  INFO -- : (0.001012s) UPDATE `tasks` SET `title` = 'In which gems of two, does the word ''header'' occur more frequently in the ''variables''?', `answer` = 'simple_oauth', `our` = 'simple_oauth', `left` = 'simple_oauth', `right` = 'activeadmin-select2', `timestamp` = '2019-04-02 18:29:32.377913', `session_id` = 607 WHERE (`id` = 141)
I, [2019-04-02T18:29:32.741179 #38284]  INFO -- : (0.000192s) SELECT * FROM `tasks` WHERE (`id` = 141) LIMIT 1
I, [2019-04-02T18:29:34.936367 #38284]  INFO -- : (0.006397s) INSERT INTO `tasks` (`id`, `title`, `answer`, `our`, `left`, `right`, `timestamp`, `session_id`) VALUES (NULL, 'In which gems of two, does the word ''test'' occur more frequently in the ''variables''?', NULL, NULL, 'validates_formatting_of', 'jdbc-helper', '2019-04-02 18:29:34.916321', 607)
I, [2019-04-02T18:29:35.006157 #38284]  INFO -- : (0.002342s) UPDATE `tasks` SET `title` = 'In which gems of two, does the word ''test'' occur more frequently in the ''variables''?', `answer` = NULL, `our` = 'validates_formatting_of', `left` = 'validates_formatting_of', `right` = 'jdbc-helper', `timestamp` = '2019-04-02 18:29:34.916321', `session_id` = 607 WHERE (`id` = 142)
I, [2019-04-02T18:29:35.006503 #38284]  INFO -- : (0.000196s) SELECT * FROM `tasks` WHERE (`id` = 142) LIMIT 1
I, [2019-04-02T18:29:35.282798 #38284]  INFO -- : (0.000918s) UPDATE `tasks` SET `title` = 'In which gems of two, does the word ''test'' occur more frequently in the ''variables''?', `answer` = 'validates_formatting_of', `our` = 'validates_formatting_of', `left` = 'validates_formatting_of', `right` = 'jdbc-helper', `timestamp` = '2019-04-02 18:29:34.916321', `session_id` = 607 WHERE (`id` = 142)
I, [2019-04-02T18:29:35.283125 #38284]  INFO -- : (0.000187s) SELECT * FROM `tasks` WHERE (`id` = 142) LIMIT 1
I, [2019-04-02T18:29:37.501212 #38284]  INFO -- : (0.006666s) INSERT INTO `tasks` (`id`, `title`, `answer`, `our`, `left`, `right`, `timestamp`, `session_id`) VALUES (NULL, 'In which gems of two, does the word ''markdown'' occur more frequently in the ''variables''?', NULL, NULL, 'rdiscount', 'pdf-reader', '2019-04-02 18:29:37.481409', 607)
I, [2019-04-02T18:29:37.566796 #38284]  INFO -- : (0.002351s) UPDATE `tasks` SET `title` = 'In which gems of two, does the word ''markdown'' occur more frequently in the ''variables''?', `answer` = NULL, `our` = 'rdiscount', `left` = 'rdiscount', `right` = 'pdf-reader', `timestamp` = '2019-04-02 18:29:37.481409', `session_id` = 607 WHERE (`id` = 143)
I, [2019-04-02T18:29:37.567147 #38284]  INFO -- : (0.000197s) SELECT * FROM `tasks` WHERE (`id` = 143) LIMIT 1
I, [2019-04-02T18:29:37.841192 #38284]  INFO -- : (0.006248s) UPDATE `tasks` SET `title` = 'In which gems of two, does the word ''markdown'' occur more frequently in the ''variables''?', `answer` = 'rdiscount', `our` = 'rdiscount', `left` = 'rdiscount', `right` = 'pdf-reader', `timestamp` = '2019-04-02 18:29:37.481409', `session_id` = 607 WHERE (`id` = 143)
I, [2019-04-02T18:29:37.841557 #38284]  INFO -- : (0.000199s) SELECT * FROM `tasks` WHERE (`id` = 143) LIMIT 1
I, [2019-04-02T18:29:40.018913 #38284]  INFO -- : (0.011686s) INSERT INTO `tasks` (`id`, `title`, `answer`, `our`, `left`, `right`, `timestamp`, `session_id`) VALUES (NULL, 'In which gems of two, does the word ''struct'' occur more frequently in the ''variables''?', NULL, NULL, 'puppet-blacksmith', 'roadworker', '2019-04-02 18:29:39.999227', 607)
I, [2019-04-02T18:29:40.079409 #38284]  INFO -- : (0.000782s) UPDATE `tasks` SET `title` = 'In which gems of two, does the word ''struct'' occur more frequently in the ''variables''?', `answer` = NULL, `our` = 'puppet-blacksmith', `left` = 'puppet-blacksmith', `right` = 'roadworker', `timestamp` = '2019-04-02 18:29:39.999227', `session_id` = 607 WHERE (`id` = 144)
I, [2019-04-02T18:29:40.079711 #38284]  INFO -- : (0.000173s) SELECT * FROM `tasks` WHERE (`id` = 144) LIMIT 1
I, [2019-04-02T18:29:40.361708 #38284]  INFO -- : (0.006962s) UPDATE `tasks` SET `title` = 'In which gems of two, does the word ''struct'' occur more frequently in the ''variables''?', `answer` = 'puppet-blacksmith', `our` = 'puppet-blacksmith', `left` = 'puppet-blacksmith', `right` = 'roadworker', `timestamp` = '2019-04-02 18:29:39.999227', `session_id` = 607 WHERE (`id` = 144)
I, [2019-04-02T18:29:40.362215 #38284]  INFO -- : (0.000280s) SELECT * FROM `tasks` WHERE (`id` = 144) LIMIT 1
I, [2019-04-02T18:29:42.552434 #38284]  INFO -- : (0.002387s) INSERT INTO `tasks` (`id`, `title`, `answer`, `our`, `left`, `right`, `timestamp`, `session_id`) VALUES (NULL, 'In which gems of two, does the word ''test'' occur more frequently in the ''variables''?', NULL, NULL, 'BibOpsworks', 'tire', '2019-04-02 18:29:42.538104', 607)
I, [2019-04-02T18:29:42.608927 #38284]  INFO -- : (0.002873s) UPDATE `tasks` SET `title` = 'In which gems of two, does the word ''test'' occur more frequently in the ''variables''?', `answer` = NULL, `our` = 'BibOpsworks', `left` = 'BibOpsworks', `right` = 'tire', `timestamp` = '2019-04-02 18:29:42.538104', `session_id` = 607 WHERE (`id` = 145)
I, [2019-04-02T18:29:42.609237 #38284]  INFO -- : (0.000179s) SELECT * FROM `tasks` WHERE (`id` = 145) LIMIT 1
I, [2019-04-02T18:29:42.887826 #38284]  INFO -- : (0.006788s) UPDATE `tasks` SET `title` = 'In which gems of two, does the word ''test'' occur more frequently in the ''variables''?', `answer` = 'BibOpsworks', `our` = 'BibOpsworks', `left` = 'BibOpsworks', `right` = 'tire', `timestamp` = '2019-04-02 18:29:42.538104', `session_id` = 607 WHERE (`id` = 145)
I, [2019-04-02T18:29:42.888276 #38284]  INFO -- : (0.000247s) SELECT * FROM `tasks` WHERE (`id` = 145) LIMIT 1
I, [2019-04-02T18:29:45.058345 #38284]  INFO -- : (0.000781s) INSERT INTO `tasks` (`id`, `title`, `answer`, `our`, `left`, `right`, `timestamp`, `session_id`) VALUES (NULL, 'In which gems of two, does the word ''mock'' occur more frequently in the ''variables''?', NULL, NULL, 'be_valid_asset', 'salesforce_bulk', '2019-04-02 18:29:45.049838', 607)
I, [2019-04-02T18:29:45.112616 #38284]  INFO -- : (0.000976s) UPDATE `tasks` SET `title` = 'In which gems of two, does the word ''mock'' occur more frequently in the ''variables''?', `answer` = NULL, `our` = 'be_valid_asset', `left` = 'be_valid_asset', `right` = 'salesforce_bulk', `timestamp` = '2019-04-02 18:29:45.049838', `session_id` = 607 WHERE (`id` = 146)
I, [2019-04-02T18:29:45.112913 #38284]  INFO -- : (0.000169s) SELECT * FROM `tasks` WHERE (`id` = 146) LIMIT 1
I, [2019-04-02T18:29:45.397375 #38284]  INFO -- : (0.007033s) UPDATE `tasks` SET `title` = 'In which gems of two, does the word ''mock'' occur more frequently in the ''variables''?', `answer` = 'be_valid_asset', `our` = 'be_valid_asset', `left` = 'be_valid_asset', `right` = 'salesforce_bulk', `timestamp` = '2019-04-02 18:29:45.049838', `session_id` = 607 WHERE (`id` = 146)
I, [2019-04-02T18:29:45.397835 #38284]  INFO -- : (0.000248s) SELECT * FROM `tasks` WHERE (`id` = 146) LIMIT 1
I, [2019-04-02T18:29:47.599224 #38284]  INFO -- : (0.001108s) INSERT INTO `tasks` (`id`, `title`, `answer`, `our`, `left`, `right`, `timestamp`, `session_id`) VALUES (NULL, 'In which gems of two, does the word ''process'' occur more frequently in the ''variables''?', NULL, NULL, 'vine', 'childprocess', '2019-04-02 18:29:47.584109', 607)
I, [2019-04-02T18:29:47.683278 #38284]  INFO -- : (0.001778s) UPDATE `tasks` SET `title` = 'In which gems of two, does the word ''process'' occur more frequently in the ''variables''?', `answer` = NULL, `our` = 'vine', `left` = 'vine', `right` = 'childprocess', `timestamp` = '2019-04-02 18:29:47.584109', `session_id` = 607 WHERE (`id` = 147)
I, [2019-04-02T18:29:47.683891 #38284]  INFO -- : (0.000371s) SELECT * FROM `tasks` WHERE (`id` = 147) LIMIT 1
